,Avg_RNFLThickness,Image_Filename,Actual_Class
55,117.00451420802696,gen_163.jpg,1
56,104.08073874080883,gen_156.jpg,1
57,105.14705882352942,gen_186.jpg,1
58,93.88930376838235,gen_222.jpg,1
59,96.44476198682597,gen_185.jpg,1
60,104.98537549785539,gen_204.jpg,1
61,99.74269492953431,gen_173.jpg,1
62,99.12576114430146,gen_176.jpg,1
63,103.10656977634804,gen_194.jpg,1
64,86.0562193627451,gen_216.jpg,1
65,94.99535654105392,gen_180.jpg,1
66,101.39231962316177,gen_215.jpg,1
67,115.92766256893384,gen_217.jpg,1
68,105.76435163909315,gen_203.jpg,1
69,80.95403933057597,gen_210.jpg,1
70,80.89300417432597,gen_162.jpg,1
71,106.82373046875,gen_171.jpg,1
72,114.35534907322304,gen_212.jpg,1
73,105.55108762254902,gen_147.jpg,1
74,121.14604875153186,gen_198.jpg,1
75,102.5213503370098,gen_175.jpg,1
76,106.77143171721815,gen_205.jpg,1
77,104.37981100643381,gen_195.jpg,1
78,57.7563715916054,gen_179.jpg,0
79,64.26702761182598,gen_133.jpg,0
80,67.58710075827207,gen_139.jpg,0
81,65.00232172947304,gen_170.jpg,0
82,63.375435623468135,gen_155.jpg,0
83,68.96565755208333,gen_127.jpg,0
84,96.57497032015931,gen_167.jpg,0
85,61.58734489889706,gen_158.jpg,0
86,67.09522920496323,gen_178.jpg,0
87,86.24279545802696,gen_115.jpg,0
88,48.96479587928921,gen_150.jpg,0
89,75.65929936427696,gen_160.jpg,0
90,67.24279067095588,gen_143.jpg,0
91,80.73323567708334,gen_172.jpg,0
92,62.90558459712009,gen_104.jpg,0
93,59.237252029718135,gen_165.jpg,0
94,84.97458065257354,gen_149.jpg,0
95,54.16379442401961,gen_110.jpg,0
96,80.50573012408088,gen_169.jpg,0
97,53.973747702205884,gen_161.jpg,0
98,76.10234279258579,gen_136.jpg,0
99,68.91802619485293,gen_151.jpg,0
100,82.76319316789215,gen_142.jpg,0
101,72.87561753216912,gen_159.jpg,0
102,89.9297976026348,gen_114.jpg,0
103,45.00660615808823,gen_108.jpg,0
104,67.56615732230392,gen_106.jpg,0
105,70.782470703125,gen_166.jpg,0
106,47.14977787990196,gen_128.jpg,0
107,99.17626474417892,gen_135.jpg,0
108,72.97375248927696,gen_134.jpg,0
109,76.38537837009804,gen_132.jpg,0
110,80.02486883425246,gen_153.jpg,0
111,58.996821384803916,gen_125.jpg,0
112,59.86292221966912,gen_131.jpg,0
113,66.16139131433823,gen_111.jpg,0
114,63.2980047487745,gen_174.jpg,0
115,108.04551068474265,gen_144.jpg,0
116,70.9893918504902,gen_119.jpg,0
117,82.61287913602942,gen_141.jpg,0
118,87.93526443780637,gen_137.jpg,0
119,71.14461263020831,gen_168.jpg,0
120,56.340116613051464,gen_181.jpg,0
121,65.37571327359069,gen_177.jpg,0
122,56.24916226256127,gen_129.jpg,0
123,62.28422277113971,gen_152.jpg,0
124,64.7610533471201,gen_121.jpg,0
125,77.48700310202206,gen_157.jpg,0
126,69.55482632506127,gen_164.jpg,0
127,83.82364908854166,gen_146.jpg,0
128,73.64860983455883,gen_148.jpg,0
129,72.89907418045343,gen_154.jpg,0
130,74.48993757659315,gen_112.jpg,0
131,63.31308402267156,gen_122.jpg,0
132,78.71273265165442,gen_107.jpg,0
133,83.42907475490196,gen_163.jpg,0
134,77.45169845281862,gen_156.jpg,0
135,77.07794787837011,gen_138.jpg,0
136,74.58639705882352,gen_109.jpg,0
137,77.76190065870098,gen_123.jpg,0
138,77.20372817095588,gen_173.jpg,0
139,79.81076708026961,gen_176.jpg,0
140,71.02673100490196,gen_105.jpg,0
141,63.662779564950974,gen_140.jpg,0
142,76.09217026654412,gen_126.jpg,0
143,72.33048981311275,gen_116.jpg,0
144,87.59729721966912,gen_145.jpg,0
145,85.82045611213235,gen_180.jpg,0
146,65.82521924785539,gen_130.jpg,0
147,72.92037664675246,gen_124.jpg,0
148,64.2779181985294,gen_113.jpg,0
149,79.62682387408088,gen_117.jpg,0
150,69.79118795955881,gen_120.jpg,0
151,58.30951765471813,gen_162.jpg,0
152,76.32817287071077,gen_171.jpg,0
153,79.53012503829657,gen_118.jpg,0
154,85.56506587009804,gen_147.jpg,0
155,102.74059819240196,gen_175.jpg,0
